,id,tcgPlayerId,setId,setName,name,cardNumber,totalSetNumber,rarity,cardType,hp,stage,retreatCost,artist,tcgPlayerUrl,imageUrl_smaller,imageUrl,needsDetailedScrape,dataCompleteness,lastScrapedAt,createdAt,updatedAt,weakness.type,weakness.value,resistance.type,resistance.value,prices.market,prices.listings,prices.primaryCondition,prices.conditions.Near Mint.price,prices.conditions.Near Mint.listings,prices.conditions.Near Mint.priceString,prices.conditions.Lightly Played.price,prices.conditions.Lightly Played.listings,prices.conditions.Lightly Played.priceString,prices.conditions.Moderately Played.price,prices.conditions.Moderately Played.listings,prices.conditions.Moderately Played.priceString,prices.variants.Holofoil.Near Mint.price,prices.variants.Holofoil.Near Mint.listings,prices.variants.Holofoil.Near Mint.priceString,prices.variants.Holofoil.Lightly Played.price,prices.variants.Holofoil.Lightly Played.listings,prices.variants.Holofoil.Lightly Played.priceString,prices.variants.Holofoil.Moderately Played.price,prices.variants.Holofoil.Moderately Played.listings,prices.variants.Holofoil.Moderately Played.priceString,prices.lastUpdated,prices.priceWasCorrected,prices.conditions.Damaged.price,prices.conditions.Damaged.listings,prices.conditions.Damaged.priceString,prices.variants.Holofoil.Damaged.price,prices.variants.Holofoil.Damaged.listings,prices.variants.Holofoil.Damaged.priceString,prices.conditions.Heavily Played.price,prices.conditions.Heavily Played.listings,prices.conditions.Heavily Played.priceString,prices.variants.Holofoil.Heavily Played.price,prices.variants.Holofoil.Heavily Played.listings,prices.variants.Holofoil.Heavily Played.priceString,prices.variants.Normal.Near Mint.price,prices.variants.Normal.Near Mint.listings,prices.variants.Normal.Near Mint.priceString,prices.variants.Normal.Lightly Played.price,prices.variants.Normal.Lightly Played.listings,prices.variants.Normal.Lightly Played.priceString,prices.variants.Normal.Damaged.price,prices.variants.Normal.Damaged.listings,prices.variants.Normal.Damaged.priceString,prices.variants.Normal.Moderately Played.price,prices.variants.Normal.Moderately Played.listings,prices.variants.Normal.Moderately Played.priceString,prices.variants.Reverse Holofoil.Near Mint.price,prices.variants.Reverse Holofoil.Near Mint.listings,prices.variants.Reverse Holofoil.Near Mint.priceString,prices.variants.Reverse Holofoil.Lightly Played.price,prices.variants.Reverse Holofoil.Lightly Played.listings,prices.variants.Reverse Holofoil.Lightly Played.priceString,prices.variants.Reverse Holofoil.Damaged.price,prices.variants.Reverse Holofoil.Damaged.listings,prices.variants.Reverse Holofoil.Damaged.priceString,prices.variants.Reverse Holofoil.Moderately Played.price,prices.variants.Reverse Holofoil.Moderately Played.listings,prices.variants.Reverse Holofoil.Moderately Played.priceString,prices.variants.Normal.Heavily Played.price,prices.variants.Normal.Heavily Played.listings,prices.variants.Normal.Heavily Played.priceString,prices.variants.Reverse Holofoil.Heavily Played.price,prices.variants.Reverse Holofoil.Heavily Played.listings,prices.variants.Reverse Holofoil.Heavily Played.priceString
1431,68af82ccc4f780b5153e6614,550096,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Glalie,052/167,167,Uncommon,Water,120,Stage 1,2,,https://www.tcgplayer.com/product/550096/pokemon-sv06-twilight-masquerade-glalie,https://tcgplayer-cdn.tcgplayer.com/product/550096_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550096_in_600x600.jpg,FALSE,100,2025-11-27T18:18:08.039Z,2025-08-27T22:12:28.385Z,2025-11-27T18:18:08.167Z,Mx,2,None,,0.06,,Near Mint,0.06,669,$0.06,0.14,34,$0.14,0.04,3,$0.04,,,,,,,,,,2025-11-27T18:18:08.039Z,FALSE,,,,,,,,,,,,,0.06,669,$0.06,0.05,60,$0.05,,,,0.04,3,$0.04,0.15,566,$0.15,0.14,34,$0.14,,,,,,,,,,,,
1432,68af82ccc4f780b5153e6617,550095,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Snorunt,051/167,167,Common,Water,60,Basic,1,,https://www.tcgplayer.com/product/550095/pokemon-sv06-twilight-masquerade-snorunt,https://tcgplayer-cdn.tcgplayer.com/product/550095_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550095_in_600x600.jpg,FALSE,100,2025-11-27T18:18:12.145Z,2025-08-27T22:12:28.440Z,2025-11-27T18:18:12.282Z,Mx,2,None,,0.27,,Near Mint,0.27,1300,$0.27,0.12,464,$0.12,0.19,8,$0.19,,,,,,,,,,2025-11-27T18:18:12.145Z,FALSE,,,,,,,,,,,,,0.14,4408,$0.14,0.12,464,$0.12,,,,0.13,15,$0.13,0.27,1300,$0.27,0.24,210,$0.24,,,,0.19,8,$0.19,,,,,,
1433,68af82ccc4f780b5153e661a,550094,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Milotic,050/167,167,Uncommon,Water,120,Stage 1,1,,https://www.tcgplayer.com/product/550094/pokemon-sv06-twilight-masquerade-milotic,https://tcgplayer-cdn.tcgplayer.com/product/550094_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550094_in_600x600.jpg,FALSE,100,2025-11-27T18:16:31.107Z,2025-08-27T22:12:28.479Z,2025-11-27T18:16:31.190Z,Lx,2,None,,0.18,,Near Mint,0.18,327,$0.18,0.21,27,$0.21,0.32,2,$0.32,,,,,,,,,,2025-11-27T18:16:31.107Z,FALSE,,,,,,,,,,,,,0.07,528,$0.07,0.11,42,$0.11,,,,,,,0.18,327,$0.18,0.21,27,$0.21,,,,0.32,2,$0.32,,,,,,
1434,68af82ccc4f780b5153e661d,550093,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Feebas,049/167,167,Common,Water,30,Basic,1,,https://www.tcgplayer.com/product/550093/pokemon-sv06-twilight-masquerade-feebas,https://tcgplayer-cdn.tcgplayer.com/product/550093_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550093_in_600x600.jpg,FALSE,100,2025-11-27T17:56:40.615Z,2025-08-27T22:12:28.516Z,2025-11-27T17:56:40.725Z,Lx,2,None,,0.15,,Near Mint,0.15,217,$0.15,0.13,20,$0.13,0.05,0,$0.05,,,,,,,,,,2025-11-27T17:56:40.615Z,FALSE,,,,,,,,,,,,,0.02,385,$0.02,0.05,18,$0.05,,,,0.05,0,$0.05,0.15,217,$0.15,0.13,20,$0.13,,,,,,,,,,,,
1435,68af82ccc4f780b5153e6620,550092,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Crawdaunt,048/167,167,Common,Water,130,Stage 1,3,,https://www.tcgplayer.com/product/550092/pokemon-sv06-twilight-masquerade-crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/550092_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550092_in_600x600.jpg,FALSE,100,2025-11-27T18:12:33.002Z,2025-08-27T22:12:28.552Z,2025-11-27T18:12:33.094Z,Lx,2,None,,0.12,,Near Mint,0.12,212,$0.12,0.15,15,$0.15,,,,,,,,,,,,,2025-11-27T18:12:33.002Z,FALSE,,,,,,,,,,,,,0.05,249,$0.05,0.05,21,$0.05,,,,,,,0.12,212,$0.12,0.15,15,$0.15,,,,,,,,,,,,
1436,68af82ccc4f780b5153e6623,550091,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Corphish,047/167,167,Common,Water,80,Basic,2,,https://www.tcgplayer.com/product/550091/pokemon-sv06-twilight-masquerade-corphish,https://tcgplayer-cdn.tcgplayer.com/product/550091_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550091_in_600x600.jpg,FALSE,100,2025-11-27T18:16:35.658Z,2025-08-27T22:12:28.588Z,2025-11-27T18:16:35.784Z,Lx,2,None,,0.11,,Near Mint,0.11,24,$0.11,0.04,1,$0.04,0.03,0,$0.03,,,,,,,,,,2025-11-27T18:16:35.658Z,FALSE,,,,,,,,,,,,,0.06,23,$0.06,0.04,1,$0.04,,,,,,,0.11,24,$0.11,0.07,0,$0.07,,,,0.03,0,$0.03,,,,,,
1437,68af82ccc4f780b5153e6626,550090,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Jynx,046/167,167,Common,Water,90,Basic,1,,https://www.tcgplayer.com/product/550090/pokemon-sv06-twilight-masquerade-jynx,https://tcgplayer-cdn.tcgplayer.com/product/550090_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550090_in_600x600.jpg,FALSE,100,2025-11-27T17:56:44.225Z,2025-08-27T22:12:28.628Z,2025-11-27T17:56:44.361Z,Mx,2,None,,0.13,,Near Mint,0.13,253,$0.13,0.04,16,$0.04,0.06,1,$0.06,,,,,,,,,,2025-11-27T17:56:44.225Z,FALSE,,,,,,,,,,,,,0.08,369,$0.08,0.04,16,$0.04,,,,,,,0.13,253,$0.13,0.18,14,$0.18,,,,0.06,1,$0.06,,,,,,
1438,68af82ccc4f780b5153e6629,550089,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Seaking,045/167,167,Common,Water,90,Stage 1,1,,https://www.tcgplayer.com/product/550089/pokemon-sv06-twilight-masquerade-seaking,https://tcgplayer-cdn.tcgplayer.com/product/550089_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550089_in_600x600.jpg,FALSE,100,2025-11-27T18:20:35.290Z,2025-08-27T22:12:28.663Z,2025-11-27T18:20:35.385Z,Lx,2,None,,0.11,,Near Mint,0.11,218,$0.11,0.04,22,$0.04,0.01,1,$0.01,,,,,,,,,,2025-11-27T18:20:35.290Z,FALSE,,,,,,,,,,,,,0.07,243,$0.07,0.04,22,$0.04,,,,,,,0.11,218,$0.11,0.19,11,$0.19,,,,0.01,1,$0.01,,,,,,
1439,68af82ccc4f780b5153e662c,550088,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Goldeen,044/167,167,Common,Water,50,Basic,1,,https://www.tcgplayer.com/product/550088/pokemon-sv06-twilight-masquerade-goldeen,https://tcgplayer-cdn.tcgplayer.com/product/550088_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550088_in_600x600.jpg,FALSE,100,2025-11-27T18:16:51.549Z,2025-08-27T22:12:28.699Z,2025-11-27T18:16:51.683Z,Lx,2,None,,0.12,,Near Mint,0.12,285,$0.12,0.03,64,$0.03,0.05,4,$0.05,,,,,,,,,,2025-11-27T18:16:51.549Z,FALSE,,,,,,,,,,,,,0.05,387,$0.05,0.03,64,$0.03,,,,0.05,4,$0.05,0.12,285,$0.12,0.15,14,$0.15,,,,,,,,,,,,
1440,68af82ccc4f780b5153e662f,550087,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Poliwrath,043/167,167,Uncommon,Water,170,Stage 2,3,,https://www.tcgplayer.com/product/550087/pokemon-sv06-twilight-masquerade-poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/550087_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550087_in_600x600.jpg,FALSE,100,2025-11-27T18:12:36.685Z,2025-08-27T22:12:28.736Z,2025-11-27T18:12:36.824Z,Lx,2,None,,0.05,,Near Mint,0.05,423,$0.05,0.13,18,$0.13,0.49,1,$0.49,,,,,,,,,,2025-11-27T18:12:36.685Z,FALSE,,,,,,,,,,,,,0.05,423,$0.05,0.04,52,$0.04,,,,0.11,2,$0.11,0.13,318,$0.13,0.13,18,$0.13,,,,0.49,1,$0.49,,,,,,
1441,68af82ccc4f780b5153e6632,550086,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Poliwhirl,042/167,167,Common,Water,100,Stage 1,2,,https://www.tcgplayer.com/product/550086/pokemon-sv06-twilight-masquerade-poliwhirl,https://tcgplayer-cdn.tcgplayer.com/product/550086_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550086_in_600x600.jpg,FALSE,100,2025-11-27T18:12:40.734Z,2025-08-27T22:12:28.772Z,2025-11-27T18:12:40.863Z,Lx,2,None,,0.1,,Near Mint,0.1,370,$0.10,0.11,26,$0.11,0.05,0,$0.05,,,,,,,,,,2025-11-27T18:12:40.734Z,FALSE,,,,,,,,,,,,,0.1,370,$0.10,0.07,44,$0.07,,,,0.05,0,$0.05,0.14,278,$0.14,0.11,26,$0.11,,,,,,,,,,,,
1442,68af82ccc4f780b5153e6635,550085,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Poliwag,041/167,167,Common,Water,60,Basic,1,,https://www.tcgplayer.com/product/550085/pokemon-sv06-twilight-masquerade-poliwag,https://tcgplayer-cdn.tcgplayer.com/product/550085_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550085_in_600x600.jpg,FALSE,100,2025-11-27T17:56:48.773Z,2025-08-27T22:12:28.811Z,2025-11-27T17:56:48.883Z,Lx,2,None,,0.16,,Near Mint,0.16,315,$0.16,0.15,20,$0.15,,,,,,,,,,,,,2025-11-27T17:56:48.773Z,FALSE,,,,,,,,,,,,,0.05,578,$0.05,0.07,40,$0.07,,,,,,,0.16,315,$0.16,0.15,20,$0.15,,,,,,,,,,,,
1443,68af82ccc4f780b5153e6638,550084,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Hearthflame Mask Ogerpon ex - 040/167,040/167,167,Double Rare,Fire,210,Basic,1,,https://www.tcgplayer.com/product/550084/pokemon-sv06-twilight-masquerade-hearthflame-mask-ogerpon-ex---040-167,https://tcgplayer-cdn.tcgplayer.com/product/550084_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550084_in_600x600.jpg,FALSE,100,2025-11-27T18:14:53.897Z,2025-08-27T22:12:28.860Z,2025-11-27T18:14:54.045Z,Wx,2,None,,0.55,,Near Mint,0.55,716,$0.55,0.64,71,$0.64,0.82,1,$0.82,0.55,716,$0.55,0.64,71,$0.64,0.82,1,$0.82,2025-11-27T18:14:53.897Z,FALSE,0.68,1,$0.68,0.68,1,$0.68,0.45,0,$0.45,0.45,0,$0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,68af82ccc4f780b5153e663b,550083,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Chi-Yu,039/167,167,Uncommon,Fire,110,Basic,1,,https://www.tcgplayer.com/product/550083/pokemon-sv06-twilight-masquerade-chi-yu,https://tcgplayer-cdn.tcgplayer.com/product/550083_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550083_in_600x600.jpg,FALSE,100,2025-11-27T18:17:10.957Z,2025-08-27T22:12:28.897Z,2025-11-27T18:17:11.071Z,Wx,2,None,,0.22,,Near Mint,0.22,307,$0.22,0.17,23,$0.17,0.25,3,$0.25,,,,,,,,,,2025-11-27T18:17:10.957Z,FALSE,,,,,,,,,,,,,0.07,434,$0.07,0.08,32,$0.08,,,,0.1,0,$0.10,0.22,307,$0.22,0.17,23,$0.17,,,,0.25,3,$0.25,,,,,,
1445,68af82ccc4f780b5153e663e,550082,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Chandelure,038/167,167,Rare,Fire,130,Stage 2,2,,https://www.tcgplayer.com/product/550082/pokemon-sv06-twilight-masquerade-chandelure,https://tcgplayer-cdn.tcgplayer.com/product/550082_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550082_in_600x600.jpg,FALSE,100,2025-11-27T18:17:14.985Z,2025-08-27T22:12:28.933Z,2025-11-27T18:17:15.130Z,Wx,2,None,,0.16,,Near Mint,0.16,250,$0.16,0.13,45,$0.13,0.21,1,$0.21,0.12,824,$0.12,0.13,45,$0.13,0.08,2,$0.08,2025-11-27T18:17:14.985Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,0.16,250,$0.16,0.19,21,$0.19,,,,0.21,1,$0.21,,,,,,
1446,68af82ccc4f780b5153e6641,550081,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Lampent,037/167,167,Common,Fire,80,Stage 1,1,,https://www.tcgplayer.com/product/550081/pokemon-sv06-twilight-masquerade-lampent,https://tcgplayer-cdn.tcgplayer.com/product/550081_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550081_in_600x600.jpg,FALSE,100,2025-11-27T18:17:31.129Z,2025-08-27T22:12:28.985Z,2025-11-27T18:17:31.216Z,Wx,2,None,,0.13,,Near Mint,0.13,249,$0.13,0.06,18,$0.06,,,,,,,,,,,,,2025-11-27T18:17:31.129Z,FALSE,,,,,,,,,,,,,0.07,287,$0.07,0.06,18,$0.06,,,,,,,0.13,249,$0.13,0.15,24,$0.15,,,,,,,,,,,,
1447,68af82cdc4f780b5153e6644,550080,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Litwick,036/167,167,Common,Fire,60,Basic,1,,https://www.tcgplayer.com/product/550080/pokemon-sv06-twilight-masquerade-litwick,https://tcgplayer-cdn.tcgplayer.com/product/550080_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550080_in_600x600.jpg,FALSE,100,2025-11-27T18:15:01.648Z,2025-08-27T22:12:29.040Z,2025-11-27T18:15:01.756Z,Wx,2,None,,0.12,,Near Mint,0.12,34,$0.12,0.12,1,$0.12,0.1,0,$0.10,,,,,,,,,,2025-11-27T18:15:01.648Z,FALSE,,,,,,,,,,,,,0.05,72,$0.05,0.05,18,$0.05,,,,,,,0.12,34,$0.12,0.12,1,$0.12,,,,0.1,0,$0.10,,,,,,
1448,68af82cdc4f780b5153e6647,550079,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Darmanitan,035/167,167,Uncommon,Fire,140,Stage 1,3,,https://www.tcgplayer.com/product/550079/pokemon-sv06-twilight-masquerade-darmanitan,https://tcgplayer-cdn.tcgplayer.com/product/550079_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550079_in_600x600.jpg,FALSE,100,2025-11-27T17:56:52.172Z,2025-08-27T22:12:29.081Z,2025-11-27T17:56:52.283Z,Wx,2,None,,0.1,,Near Mint,0.1,209,$0.10,0.04,12,$0.04,0.13,1,$0.13,,,,,,,,,,2025-11-27T17:56:52.172Z,FALSE,,,,,,,,,,,,,0.06,310,$0.06,0.04,12,$0.04,,,,,,,0.1,209,$0.10,0.1,17,$0.10,,,,0.13,1,$0.13,,,,,,
1449,68af82cdc4f780b5153e664a,550078,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Darumaka,034/167,167,Common,Fire,80,Basic,2,,https://www.tcgplayer.com/product/550078/pokemon-sv06-twilight-masquerade-darumaka,https://tcgplayer-cdn.tcgplayer.com/product/550078_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550078_in_600x600.jpg,FALSE,100,2025-11-27T18:15:05.702Z,2025-08-27T22:12:29.121Z,2025-11-27T18:15:05.788Z,Wx,2,None,,0.1,,Near Mint,0.1,34,$0.10,0.11,2,$0.11,,,,,,,,,,,,,2025-11-27T18:15:05.702Z,FALSE,,,,,,,,,,,,,0.05,50,$0.05,0.04,2,$0.04,,,,,,,0.1,34,$0.10,0.11,2,$0.11,,,,,,,,,,,,
1450,68af82cdc4f780b5153e664d,550077,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Infernape - 033/167,033/167,167,Rare,Fire,140,Stage 2,1,,https://www.tcgplayer.com/product/550077/pokemon-sv06-twilight-masquerade-infernape---033-167,https://tcgplayer-cdn.tcgplayer.com/product/550077_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550077_in_600x600.jpg,FALSE,100,2025-11-27T18:15:13.411Z,2025-08-27T22:12:29.165Z,2025-11-27T18:15:13.496Z,Wx,2,None,,0.15,,Near Mint,0.15,284,$0.15,0.19,29,$0.19,0.16,1,$0.16,0.12,757,$0.12,0.14,72,$0.14,0.08,10,$0.08,2025-11-27T18:15:13.411Z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,0.15,284,$0.15,0.19,29,$0.19,,,,0.16,1,$0.16,,,,,,
1451,68af82cdc4f780b5153e6650,550076,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Monferno,032/167,167,Common,Fire,90,Stage 1,1,,https://www.tcgplayer.com/product/550076/pokemon-sv06-twilight-masquerade-monferno,https://tcgplayer-cdn.tcgplayer.com/product/550076_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550076_in_600x600.jpg,FALSE,100,2025-11-27T18:15:23.547Z,2025-08-27T22:12:29.215Z,2025-11-27T18:15:23.640Z,Wx,2,None,,0.1,,Near Mint,0.1,295,$0.10,0.16,15,$0.16,0.05,2,$0.05,,,,,,,,,,2025-11-27T18:15:23.547Z,FALSE,,,,,,,,,,,,,0.06,381,$0.06,0.1,29,$0.10,,,,0.05,2,$0.05,0.1,295,$0.10,0.16,15,$0.16,,,,,,,,,,,,
1452,68af82cdc4f780b5153e6653,550075,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Chimchar,031/167,167,Common,Fire,60,Basic,1,,https://www.tcgplayer.com/product/550075/pokemon-sv06-twilight-masquerade-chimchar,https://tcgplayer-cdn.tcgplayer.com/product/550075_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550075_in_600x600.jpg,FALSE,100,2025-11-27T18:20:42.096Z,2025-08-27T22:12:29.269Z,2025-11-27T18:20:42.190Z,Wx,2,None,,0.14,,Near Mint,0.14,296,$0.14,0.16,28,$0.16,0.09,2,$0.09,,,,,,,,,,2025-11-27T18:20:42.096Z,FALSE,,,,,,,,,,,,,0.05,446,$0.05,0.05,32,$0.05,,,,0.05,2,$0.05,0.14,296,$0.14,0.16,28,$0.16,,,,0.09,2,$0.09,,,,,,
1453,68af82cdc4f780b5153e6656,550074,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Torkoal - 030/167,030/167,167,Common,Fire,130,Basic,3,,https://www.tcgplayer.com/product/550074/pokemon-sv06-twilight-masquerade-torkoal---030-167,https://tcgplayer-cdn.tcgplayer.com/product/550074_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550074_in_600x600.jpg,FALSE,100,2025-11-27T18:17:34.935Z,2025-08-27T22:12:29.307Z,2025-11-27T18:17:35.027Z,Wx,2,None,,0.16,,Near Mint,0.16,502,$0.16,0.04,48,$0.04,,,,,,,,,,,,,2025-11-27T18:17:34.935Z,FALSE,,,,,,,,,,,,,0.07,869,$0.07,0.04,48,$0.04,,,,,,,0.16,502,$0.16,0.19,37,$0.19,,,,,,,,,,,,
1454,68af82cdc4f780b5153e6659,550073,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Magcargo ex - 029/167,029/167,167,Double Rare,Fire,270,Stage 1,3,,https://www.tcgplayer.com/product/550073/pokemon-sv06-twilight-masquerade-magcargo-ex---029-167,https://tcgplayer-cdn.tcgplayer.com/product/550073_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550073_in_600x600.jpg,FALSE,100,2025-11-27T18:17:53.365Z,2025-08-27T22:12:29.350Z,2025-11-27T18:17:53.509Z,Wx,2,None,,0.49,,Near Mint,0.49,7510,$0.49,0.63,632,$0.63,0.6,15,$0.60,0.49,7510,$0.49,0.63,632,$0.63,0.6,15,$0.60,2025-11-27T18:17:53.365Z,FALSE,0.35,3,$0.35,0.35,3,$0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,68af82cdc4f780b5153e665c,550072,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Slugma,028/167,167,Common,Fire,80,Basic,3,,https://www.tcgplayer.com/product/550072/pokemon-sv06-twilight-masquerade-slugma,https://tcgplayer-cdn.tcgplayer.com/product/550072_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550072_in_600x600.jpg,FALSE,100,2025-11-27T18:25:43.049Z,2025-08-27T22:12:29.387Z,2025-11-27T18:25:43.136Z,Wx,2,None,,0.1,,Near Mint,0.1,35,$0.10,0.03,1,$0.03,0.05,2,$0.05,,,,,,,,,,2025-11-27T18:25:43.049Z,FALSE,,,,,,,,,,,,,0.06,47,$0.06,0.03,1,$0.03,,,,,,,0.1,35,$0.10,0.13,1,$0.13,,,,0.05,2,$0.05,,,,,,
1456,68af82cdc4f780b5153e665f,550071,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Ninetales,027/167,167,Common,Fire,120,Stage 1,2,,https://www.tcgplayer.com/product/550071/pokemon-sv06-twilight-masquerade-ninetales,https://tcgplayer-cdn.tcgplayer.com/product/550071_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550071_in_600x600.jpg,FALSE,100,2025-11-27T18:20:47.530Z,2025-08-27T22:12:29.423Z,2025-11-27T18:20:47.616Z,Wx,2,None,,0.14,,Near Mint,0.14,74,$0.14,0.19,4,$0.19,0.26,1,$0.26,,,,,,,,,,2025-11-27T18:20:47.530Z,FALSE,,,,,,,,,,,,,0.08,63,$0.08,0.08,2,$0.08,,,,,,,0.14,74,$0.14,0.19,4,$0.19,,,,0.26,1,$0.26,,,,,,
1457,68af82cdc4f780b5153e6662,550070,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Vulpix,026/167,167,Common,Fire,70,Basic,1,,https://www.tcgplayer.com/product/550070/pokemon-sv06-twilight-masquerade-vulpix,https://tcgplayer-cdn.tcgplayer.com/product/550070_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550070_in_600x600.jpg,FALSE,100,2025-11-27T18:25:47.108Z,2025-08-27T22:12:29.462Z,2025-11-27T18:25:47.200Z,Wx,2,None,,0.15,,Near Mint,0.15,451,$0.15,0.22,39,$0.22,0.05,0,$0.05,,,,,,,,,,2025-11-27T18:25:47.108Z,FALSE,,,,,,,,,,,,,0.08,735,$0.08,0.09,58,$0.09,,,,0.05,0,$0.05,0.15,451,$0.15,0.22,39,$0.22,,,,0.12,3,$0.12,,,,,,
1458,68af82cdc4f780b5153e6665,550069,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Teal Mask Ogerpon ex - 025/167,025/167,167,Double Rare,Grass,210,Basic,1,,https://www.tcgplayer.com/product/550069/pokemon-sv06-twilight-masquerade-teal-mask-ogerpon-ex---025-167,https://tcgplayer-cdn.tcgplayer.com/product/550069_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550069_in_600x600.jpg,FALSE,100,2025-11-27T18:15:38.556Z,2025-08-27T22:12:29.500Z,2025-11-27T18:15:38.700Z,Rx,2,None,,1.98,,Near Mint,1.98,7677,$1.98,2.06,412,$2.06,2.55,17,$2.55,1.98,7677,$1.98,2.06,412,$2.06,2.55,17,$2.55,2025-11-27T18:15:38.556Z,FALSE,0.82,7,$0.82,0.82,7,$0.82,2.9,3,$2.90,2.9,3,$2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,68af82cdc4f780b5153e6668,550068,68af37225bce97006df9f25d,SV06: Twilight Masquerade,Teal Mask Ogerpon,024/167,167,Rare,Grass,110,Basic,1,,https://www.tcgplayer.com/product/550068/pokemon-sv06-twilight-masquerade-teal-mask-ogerpon,https://tcgplayer-cdn.tcgplayer.com/product/550068_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/550068_in_600x600.jpg,FALSE,100,2025-11-27T18:25:52.390Z,2025-08-27T22:12:29.537Z,2025-11-27T18:25:52.506Z,Rx,2,None,,0.15,,Near Mint,0.15,249,$0.15,0.16,16,$0.16,0.3,0,$0.30,0.1,788,$0.10,0.17,52,$0.17,0.14,4,$0.14,2025-11-27T18:25:52.390Z,FALSE,0.31,1,$0.31,0.31,1,$0.31,,,,,,,,,,,,,,,,,,,0.15,249,$0.15,0.16,16,$0.16,,,,0.3,0,$0.30,,,,,,
